mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,168614453,0.56,0.18,0.38,64073492
2019-07-02 21:00:00,168614453,-1.27,-0.0,-1.27,-214140356
2019-10-02 04:30:00,168614453,-0.84,0.05,-0.89,-150066864
2020-01-01 12:00:00,168614453,-0.14,-0.12,-0.02,-3372289
2020-04-01 19:30:00,168614453,0.29,0.06,0.23,38781324
2020-07-02 03:00:00,168614453,0.86,0.06,0.8,134891563
2020-10-01 10:30:00,168614453,-0.57,0.04,-0.61,-102854817
2020-12-31 18:00:00,168614453,0.04,-0.06,0.1,16861445
2021-04-02 01:30:00,168614453,0.17,-0.0,0.17,28664457
2021-07-02 09:00:00,168614453,0.41,0.05,0.36,60701203
2021-10-01 16:30:00,168614453,0.04,-0.0,0.04,6744578
2022-01-01 00:00:00,168614453,-0.21,-0.13,-0.08,-13489156
2022-04-02 07:30:00,168614453,0.12,0.09,0.03,5058434
2022-07-02 15:00:00,168614453,-0.07,-0.0,-0.07,-11803012
2022-10-01 22:30:00,168614453,0.08,-0.02,0.1,16861445
2023-01-01 06:00:00,168614453,-0.79,0.01,-0.8,-134891563
2023-04-02 13:30:00,168614453,-1.18,-0.02,-1.16,-195592766
2023-07-02 21:00:00,168614453,0.54,0.1,0.44,74190360
2023-10-02 04:30:00,168614453,0.3,0.07,0.23,38781324
2024-01-01 12:00:00,168614453,-0.16,-0.19,0.03,5058434
2024-04-01 19:30:00,168614453,0.02,0.07,-0.05,-8430723
2024-07-02 03:00:00,168614453,0.63,0.19,0.44,74190360
2024-10-01 10:30:00,168614453,-1.29,-0.14,-1.15,-193906622
