mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,0,0.0,0.2,0.0,0,2019-01-01,2019-01-01 00:00:00,0.0,0.0,0.2,0.0,0.0,ConwaySubglacialLake
2019-04-02 13:30:00,55150799,0.55,0.24,0.31,17096748,2019-04-02,2019-04-02 06:00:00,0.0,0.0,0.2,0.0,0.0,ConwaySubglacialLake
2019-07-02 21:00:00,0,0.0,0.13,0.0,0,2019-07-02,2019-07-02 12:00:00,0.0,0.0,0.13,0.0,0.0,ConwaySubglacialLake
2019-10-02 04:30:00,0,0.0,0.25,0.0,0,2019-10-02,2019-10-01 18:00:00,27077640.0,-0.64,0.1,-0.74,-20037454.0,ConwaySubglacialLake
2020-01-01 12:00:00,182219414,-1.31,0.02,-1.33,-242351821,2020-01-01,2020-01-01 00:00:00,140341006.0,-1.02,0.08,-1.1,-154375107.0,ConwaySubglacialLake
2020-04-01 19:30:00,193818767,-1.35,0.06,-1.41,-273284461,2020-04-01,2020-04-01 12:00:00,142097384.0,-0.95,0.08,-1.03,-146360306.0,ConwaySubglacialLake
2020-07-02 03:00:00,4210065,-0.62,0.15,-0.77,-3241750,2020-07-02,2020-07-02 00:00:00,500073.0,-0.61,0.09,-0.7,-350051.0,ConwaySubglacialLake
2020-10-01 10:30:00,2760438,0.74,0.11,0.63,1739076,2020-10-01,2020-10-01 12:00:00,0.0,0.0,0.09,0.0,0.0,ConwaySubglacialLake
2020-12-31 18:00:00,60445821,0.76,0.05,0.71,42916533,2020-12-31,2021-01-01 00:00:00,0.0,0.0,0.08,0.0,0.0,ConwaySubglacialLake
2021-04-02 01:30:00,55870573,0.69,0.04,0.65,36315872,2021-04-02,2021-04-02 06:00:00,0.0,0.0,0.08,0.0,0.0,ConwaySubglacialLake
2021-07-02 09:00:00,120531522,0.72,0.27,0.45,54239185,2021-07-02,2021-07-02 12:00:00,0.0,0.0,0.08,0.0,0.0,ConwaySubglacialLake
