mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2010-10-01 22:30:00,0,0.0,-0.09,0.0,0
2011-01-01 00:00:00,0,0.0,-0.13,0.0,0
2011-04-02 07:30:00,0,0.0,-0.13,0.0,0
2011-07-02 15:00:00,0,0.0,-0.01,0.0,0
2011-10-01 22:30:00,0,0.0,0.07,0.0,0
2012-01-01 00:00:00,0,0.0,0.07,0.0,0
2012-04-01 07:30:00,0,0.0,0.13,0.0,0
2012-07-01 15:00:00,24219384,0.36,0.13,0.23,5570458
2012-09-30 22:30:00,39141718,0.44,0.13,0.31,12133933
2013-01-01 00:00:00,23476354,0.39,0.06,0.33,7747197
2013-04-02 07:30:00,8671369,0.32,0.04,0.28,2427983
2013-07-02 15:00:00,11575706,0.33,0.06,0.27,3125441
2013-10-01 22:30:00,1007561,0.3,0.06,0.24,241815
2014-01-01 00:00:00,1007561,-0.06,-0.01,-0.05,-50378
2014-04-02 07:30:00,15528838,-0.36,0.01,-0.37,-5745670
2014-07-02 15:00:00,19109203,-0.39,0.03,-0.42,-8025865
2014-10-01 22:30:00,16189133,-0.38,-0.01,-0.37,-5989979
2015-01-01 00:00:00,4561783,-0.31,-0.06,-0.25,-1140446
2015-04-02 07:30:00,4561783,-0.17,-0.04,-0.13,-593032
2015-07-02 15:00:00,4561783,-0.0,0.02,-0.02,-91236
2015-10-01 22:30:00,4561783,0.1,0.07,0.03,136853
2016-01-01 00:00:00,4561783,0.16,0.08,0.08,364943
2016-04-01 07:30:00,4561783,0.21,0.1,0.11,501796
2016-07-01 15:00:00,4561783,0.22,0.11,0.11,501796
2016-09-30 22:30:00,4561783,0.15,0.08,0.07,319325
2017-01-01 00:00:00,4561783,0.03,0.06,-0.03,-136853
2017-04-02 07:30:00,4561783,0.07,0.1,-0.03,-136853
2017-07-02 15:00:00,4561783,0.08,0.07,0.01,45618
2017-10-01 22:30:00,4561783,0.02,0.04,-0.02,-91236
2018-01-01 00:00:00,4561783,-0.03,0.0,-0.03,-136853
2018-04-02 07:30:00,4561783,-0.03,0.01,-0.04,-182471
2018-07-02 15:00:00,4561783,0.06,0.03,0.03,136853
2018-10-01 22:30:00,4561783,0.14,0.04,0.1,456178
2019-01-01 00:00:00,0,0.0,0.06,0.0,0
2019-04-02 13:30:00,4561783,-0.21,-0.02,-0.19,-866739
2019-07-02 21:00:00,4561783,-0.21,0.11,-0.32,-1459771
2019-10-02 04:30:00,15314759,0.35,0.13,0.22,3369247
2020-01-01 12:00:00,32160918,0.69,0.01,0.68,21869424
2020-04-01 19:30:00,24492644,0.53,0.06,0.47,11511543
2020-07-02 03:00:00,24492644,0.01,0.09,-0.08,-1959412
2020-10-01 10:30:00,10168133,-0.42,0.07,-0.49,-4982385
2020-12-31 18:00:00,10168133,0.02,-0.03,0.05,508407
2021-04-02 01:30:00,567079,0.3,-0.03,0.33,187136
2021-07-02 09:00:00,2239809,0.15,0.21,-0.06,-134389
2021-10-01 16:30:00,8280679,-0.39,0.04,-0.43,-3560692
2022-01-01 00:00:00,32128868,-0.54,-0.14,-0.4,-12851547
2022-04-02 07:30:00,32128868,-0.09,0.06,-0.15,-4819330
2022-07-02 15:00:00,32128868,0.09,0.11,-0.02,-642577
2022-10-01 22:30:00,3711875,0.32,0.03,0.29,1076444
2023-01-01 06:00:00,3711875,0.17,0.03,0.14,519663
2023-04-02 13:30:00,3711875,1.76,0.25,1.51,5604931
2023-07-02 21:00:00,29948271,0.54,0.12,0.42,12578274
2023-10-02 04:30:00,29948271,0.14,0.06,0.08,2395862
2024-01-01 12:00:00,26092807,-0.37,-0.12,-0.25,-6523202
2024-04-01 19:30:00,12017719,-0.43,0.09,-0.52,-6249214
2024-07-02 03:00:00,12017719,-0.17,0.18,-0.35,-4206202
2024-10-01 10:30:00,563157,-0.3,0.01,-0.31,-174579
