midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-02-15 21:45:00,0,0.0,-0.09,0.0,0
2019-05-18 05:15:00,0,0.0,-0.02,0.0,0
2019-08-17 12:45:00,0,0.0,0.05,0.0,0
2019-11-16 20:15:00,528791,-0.3,-0.09,-0.21,-111046
2020-02-16 03:45:00,0,0.0,-0.04,0.0,0
2020-05-17 11:15:00,0,0.0,0.07,0.0,0
2020-08-16 18:45:00,0,0.0,-0.03,0.0,0
2020-11-16 02:15:00,0,0.0,0.05,0.0,0
2021-02-15 09:45:00,156567,-0.28,-0.08,-0.2,-31313
2021-05-17 17:15:00,0,0.0,-0.01,0.0,0
2021-08-17 00:45:00,0,0.0,0.02,0.0,0
2021-11-16 08:15:00,0,0.0,-0.04,0.0,0
2022-02-15 15:45:00,0,0.0,-0.01,0.0,0
2022-05-17 23:15:00,0,0.0,0.04,0.0,0
2022-08-17 06:45:00,15443092,0.34,0.18,0.16,2470895
2022-11-16 14:15:00,0,0.0,-0.03,0.0,0
2023-02-15 21:45:00,0,0.0,0.08,0.0,0
2023-05-18 05:15:00,16535626,0.36,0.18,0.18,2976413
2023-08-17 12:45:00,15896142,0.34,0.18,0.16,2543383
2023-11-16 20:15:00,0,0.0,0.06,0.0,0
2024-02-16 03:45:00,0,0.0,0.03,0.0,0
2024-05-17 11:15:00,8673680,0.33,0.13,0.2,1734736
2024-08-16 18:45:00,0,0.0,0.11,0.0,0
