midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-02-15 21:45:00,0,0.0,-0.0,0.0,0
2019-05-18 05:15:00,0,0.0,0.08,0.0,0
2019-08-17 12:45:00,21394603,0.06,0.02,0.04,855784
2019-11-16 20:15:00,869052,-0.06,-0.03,-0.03,-26072
2020-02-16 03:45:00,0,0.0,-0.0,0.0,0
2020-05-17 11:15:00,0,0.0,0.03,0.0,0
2020-08-16 18:45:00,3933875,0.06,0.03,0.03,118016
2020-11-16 02:15:00,0,0.0,-0.02,0.0,0
2021-02-15 09:45:00,0,0.0,-0.03,0.0,0
2021-05-17 17:15:00,0,0.0,0.03,0.0,0
2021-08-17 00:45:00,0,0.0,0.01,0.0,0
2021-11-16 08:15:00,0,0.0,-0.03,0.0,0
2022-02-15 15:45:00,0,0.0,-0.0,0.0,0
2022-05-17 23:15:00,0,0.0,0.04,0.0,0
2022-08-17 06:45:00,604486,0.14,0.03,0.11,66493
2022-11-16 14:15:00,2229233,-0.05,-0.03,-0.02,-44585
2023-02-15 21:45:00,0,0.0,0.0,0.0,0
2023-05-18 05:15:00,0,0.0,0.05,0.0,0
2023-08-17 12:45:00,0,0.0,0.05,0.0,0
2023-11-16 20:15:00,4134819,-0.06,-0.03,-0.03,-124045
2024-02-16 03:45:00,0,0.0,-0.03,0.0,0
2024-05-17 11:15:00,0,0.0,0.06,0.0,0
2024-08-16 18:45:00,12775241,-0.04,-0.06,0.02,255505
